"code","iso","country","NOE.raw.2003","NOE.raw.2004","NOE.raw.2005","NOE.raw.2006","NOE.raw.2007","NOE.raw.2008","NOE.raw.2009","NOE.raw.2010","NOE.raw.2011","NOE.raw.2012","NOE.raw.2013","NOE.raw.2014","NOE.raw.2015","NOE.raw.2016","NOE.raw.2017","NOE.raw.2018","NOE.raw.2019"
428,"LVA","Latvia",0.007638105,0.006755322,0.007228728,0.006965545,0.006693134,0.005973569,0.006621672,0.006938582,0.006344567,0.006408785,0.006963843,0.006918195,0.006759047,0.007402047,0.005856343,0.006352926,0.00583846
422,"LBN","Lebanon",0.03043241,0.030108551,0.031103554,0.031740508,0.031621096,0.033010971,0.032443188,0.036554035,0.032651674,0.034277923,0.034373025,0.037305569,0.037416102,0.038398883,0.036031378,0.034889211,0.034947314
426,"LSO","Lesotho",0.019461456,0.017550643,0.017240688,0.017471323,0.017711871,0.016530787,0.017268468,0.01861481,0.018348422,0.017723763,0.016959554,0.018380278,0.017197685,0.017573806,0.017858602,0.017730597,0.018929369
430,"LBR","Liberia",0.001607681,0.001451715,0.001067684,0.001452144,0.002118854,0.001742804,0.004840745,0.001493278,0.001557313,0.002420663,0.001596011,0.002089261,0.003092709,0.002404273,0.001981736,0.001653654,0.002407004
434,"LBY","Libya",0.006012637,0.00661858,0.0063455,0.007518419,0.007211069,0.007420615,0.007218095,0.007461593,0.008037702,0.007934849,0.007880232,0.009094479,0.008646469,0.009362716,0.009232594,0.009334816,0.009613056
438,"LIE","Liechtenstein",0.026407307,0.023610211,0.023904332,0.024921636,0.022975174,0.022973054,0.02184589,0.02100954,0.022373791,0.019645557,0.020167514,0.019148083,0.019377053,0.01805223,0.016623156,0.016657153,0.016508743
440,"LTU","Lithuania",0.007220379,0.006373744,0.006835207,0.006739627,0.006381569,0.005455845,0.006444445,0.00677624,0.006338344,0.006533995,0.00652075,0.00680616,0.006565193,0.007128995,0.006368037,0.006873927,0.006231292
442,"LUX","Luxembourg",0.030715137,0.02691693,0.026266192,0.025805385,0.02570349,0.023490873,0.023604784,0.024142578,0.024122974,0.021283158,0.021377148,0.020697263,0.019505507,0.020380805,0.019572814,0.018746472,0.016984012
446,"MAC","Macao",0.059412194,0.067592323,0.062945385,0.076116445,0.079767173,0.083794044,0.089548842,0.086927525,0.086892263,0.086260291,0.091314622,0.094706362,0.094235645,0.096181832,0.082288554,0.088436723,0.090511863
450,"MDG","Madagascar",0.002861671,0.002288668,0.002812311,0.002804331,0.002805306,0.002749854,0.003064951,0.003228548,0.003315683,0.003242185,0.003382287,0.003039661,0.003199951,0.003272173,0.002665334,0.002794496,0.002708803
454,"MWI","Malawi",0.004873296,0.004571026,0.004808197,0.004567668,0.005217571,0.005669445,0.005032865,0.005057748,0.005636677,0.005667436,0.005393701,0.005305122,0.005302117,0.005069955,0.004706558,0.005147879,0.004968291
458,"MYS","Malaysia",0.019168293,0.018615098,0.02014931,0.01933759,0.018495021,0.017920998,0.018573412,0.018451448,0.01772062,0.018531439,0.018987568,0.018658674,0.017866784,0.018678385,0.016297246,0.016246793,0.015731745
462,"MDV","Maldives",0.00014817,0.000147186,0.000127064,0.000145368,0.000142738,0.000122318,0.000127554,0.000130371,0.000132594,0.00013638,0.00013933,0.000146866,0.000136815,0.00014537,0.000127844,0.000123513,0.000129588
466,"MLI","Mali",0.003735775,0.004044479,0.003932778,0.003796677,0.00367253,0.003796131,0.00372362,0.004002883,0.00374866,0.003328243,0.003549778,0.003564837,0.003527426,0.003737585,0.003658756,0.003560685,0.003378563
470,"MLT","Malta",0.009056644,0.007492557,0.007345129,0.008589773,0.009650374,0.008626692,0.008174268,0.007207856,0.0090519,0.009424373,0.00716363,0.007505921,0.008219111,0.007340952,0.004742109,0.004750796,0.004561033
584,"MHL","Marshall Islands",1.07e-05,1.09e-05,1.09e-05,1.12e-05,8.98e-06,9.52e-06,1.01e-05,9.26e-06,1.07e-05,9.45e-06,8.88e-06,1.15e-05,8.05e-06,8.75e-06,8.5e-06,8.28e-06,8.35e-06
478,"MRT","Mauritania",0.001749547,0.001837547,0.001904833,0.001895327,0.001871151,0.00191207,0.001955975,0.00211577,0.001848841,0.001871698,0.00193416,0.001939775,0.002041156,0.001985645,0.002127745,0.002002222,0.002057153
480,"MUS","Mauritius",0.000946831,0.000953747,0.000904902,0.000916404,0.000974399,0.00102224,0.001297098,0.001220881,0.001331053,0.001074993,0.001228332,0.001256643,0.001322075,0.00125134,0.00065871,0.000704054,0.000670528
484,"MEX","Mexico",0.022708771,0.021988562,0.023386984,0.023392714,0.022902654,0.021911879,0.022053014,0.021151992,0.022172934,0.022407222,0.021181302,0.02192108,0.021609733,0.021678441,0.023219478,0.02244559,0.023681987
583,"FSM","Micronesia",4.42e-05,4.75e-05,3.98e-05,4.26e-05,4e-05,3.6e-05,4.56e-05,3.78e-05,4.22e-05,4.31e-05,3.93e-05,4.56e-05,4.37e-05,4.24e-05,2.52e-05,2.72e-05,2.7e-05
498,"MDA","Moldova",0.008385155,0.007433608,0.00784844,0.007649531,0.00697367,0.006696359,0.006865957,0.006729246,0.007362039,0.007046672,0.006753007,0.007547407,0.007374945,0.007107489,0.006840701,0.007044921,0.007237067
492,"MCO","Monaco",0.000233082,0.000413364,0.000164638,0.000171674,0.000489731,0.000260222,0.000139688,0.000377964,0.000365135,0.000149665,0.000188445,0.000599794,0.000152183,0.000187537,0.000815341,0.000125358,0.000179945
496,"MNG","Mongolia",0.002937155,0.002684055,0.003347814,0.003717943,0.005653723,0.005232007,0.005349648,0.004539465,0.00516962,0.005468686,0.005438749,0.005715303,0.005788194,0.006028114,0.00829104,0.006025691,0.006883292
499,"MNE","Montenegro",0.00741395,0.006629552,0.006569531,0.006639154,0.007266232,0.00593678,0.005759305,0.005033604,0.006217979,0.00699311,0.005536983,0.005463799,0.006031596,0.005620835,0.005469493,0.005313673,0.005335251
504,"MAR","Morocco",0.007135253,0.007941096,0.008438087,0.008664616,0.009164088,0.009077858,0.009368788,0.009007244,0.01097872,0.011464199,0.011286199,0.011967462,0.014295372,0.014100735,0.014551822,0.014135196,0.015546172
508,"MOZ","Mozambique",0.002628742,0.002381365,0.002649616,0.002537925,0.003037061,0.003394888,0.002503516,0.002779413,0.002788411,0.002863499,0.00295168,0.002985409,0.002916362,0.002618088,0.002337335,0.002763644,0.00256294
104,"MMR","Myanmar",0.005192533,0.006499299,0.006214491,0.005884151,0.007441539,0.005873892,0.006774523,0.006795197,0.005314422,0.006236898,0.005787849,0.005742102,0.005473365,0.005720289,0.005022187,0.00482183,0.005365879
516,"NAM","Namibia",0.002829218,0.00271206,0.002707664,0.00309915,0.002831038,0.002857316,0.003024646,0.003136295,0.004312974,0.004311955,0.00316173,0.003168,0.003062276,0.003095678,0.00317626,0.003026083,0.002832253
520,"NRU","Nauru",1.02e-05,1.33e-05,1e-05,1.04e-05,8.52e-06,6.61e-06,1.07e-05,9.05e-06,6.68e-06,1.02e-05,7.72e-06,9.62e-06,1.25e-05,7.85e-06,7.04e-06,6.92e-06,1.11e-05
524,"NPL","Nepal",0.012424086,0.01307788,0.015654753,0.016865608,0.014213233,0.014165046,0.013940996,0.013696169,0.014245485,0.015476403,0.014498907,0.015351556,0.015682809,0.017714114,0.017051653,0.017497711,0.018352773
528,"NLD","Netherlands",0.041094128,0.035675603,0.034430515,0.031771597,0.031121235,0.029701821,0.029867309,0.029199878,0.030460325,0.026431509,0.023860723,0.025268913,0.022209169,0.023569762,0.02100425,0.019447527,0.018346983
540,"NCL","New Caledonia",0.000342075,0.000400518,0.000350757,0.00030854,0.000324085,0.000339227,0.000351178,0.000339554,0.00038807,0.000320262,0.000355612,0.000329445,0.000336605,0.000427556,0.000456046,0.000480448,0.000417547
554,"NZL","New Zealand",0.004796386,0.004236652,0.005405082,0.004487673,0.004465429,0.004001052,0.003806346,0.004010476,0.003770454,0.003678455,0.004102259,0.003546089,0.003379105,0.003632907,0.002699426,0.00269864,0.002584558
558,"NIC","Nicaragua",0.00351569,0.002871683,0.00381088,0.003313485,0.003277717,0.003216801,0.003031899,0.003422932,0.003551068,0.003026682,0.003262038,0.002950323,0.00266368,0.003174541,0.003358865,0.002737357,0.002871199
562,"NER","Niger",0.005028681,0.004696827,0.004934628,0.004882943,0.005086383,0.004885802,0.005280727,0.005164032,0.005002833,0.005449331,0.005743995,0.00554662,0.005159078,0.005546301,0.005356124,0.005758334,0.005625778
566,"NGA","Nigeria",0.008178326,0.008402829,0.008291731,0.008339844,0.009067447,0.009231534,0.00874339,0.008634325,0.009084279,0.009428463,0.009424382,0.009564654,0.009774022,0.010484571,0.010251201,0.010795941,0.011334037
570,"NIU","Niue",5.25e-05,5.52e-05,5.93e-05,5.08e-05,5.7e-05,5.75e-05,5.15e-05,6.43e-05,6.24e-05,5.71e-05,6.05e-05,5.28e-05,4.82e-05,6.52e-05,4.04e-05,3.88e-05,4.01e-05
408,"PRK","North Korea",0.030255338,0.028905691,0.026167678,0.030805836,0.034450763,0.032786461,0.034966089,0.034979822,0.03529399,0.034891904,0.036067572,0.038607848,0.039145654,0.036557917,0.036962044,0.037973616,0.040047943
807,"MKD","North Macedonia",0.0174257,0.015738229,0.015282656,0.015432051,0.015209426,0.01351808,0.013626919,0.012329712,0.013740345,0.013813908,0.01263924,0.012580787,0.012491964,0.011987632,0.012153929,0.011835505,0.011717832
578,"NOR","Norway",0.018564491,0.016822396,0.014646792,0.015888027,0.01511621,0.014129209,0.01464795,0.014733152,0.014154078,0.013095999,0.013113426,0.011582054,0.011742048,0.013083653,0.010892443,0.010718238,0.011461477
512,"OMN","Oman",0.0090929,0.009311068,0.009589422,0.010303345,0.009888727,0.010327663,0.010499325,0.011735667,0.011019245,0.012414714,0.011171114,0.012309688,0.0133573,0.014025028,0.014659583,0.014716306,0.014539913
586,"PAK","Pakistan",0.026341788,0.028150945,0.031849235,0.031694294,0.031653958,0.028498303,0.029760558,0.032137992,0.029885565,0.031293406,0.030877846,0.032149575,0.03368219,0.036274755,0.035953665,0.036119982,0.03621944
585,"PLW","Palau",7.12e-05,7.24e-05,6.75e-05,7.25e-05,6.96e-05,6.12e-05,8.73e-05,5.63e-05,7.56e-05,7.68e-05,6.86e-05,7.84e-05,7.48e-05,7.11e-05,5.68e-05,6.03e-05,5.83e-05
591,"PAN","Panama",0.005192078,0.005054195,0.005296752,0.005359422,0.005280436,0.004998309,0.005262477,0.004841149,0.005250389,0.005675898,0.005666146,0.005603542,0.005772984,0.005686502,0.005822018,0.005751567,0.005642961
598,"PNG","Papua New Guinea",0.000929349,0.001086337,0.000848364,0.000963259,0.000990117,0.001025178,0.000912085,0.001254902,0.00090147,0.000940912,0.000931849,0.000912793,0.001273617,0.000903409,0.001002214,0.000872783,0.000888267
600,"PRY","Paraguay",0.00418791,0.003315924,0.003450728,0.003571028,0.004225966,0.003291728,0.00291356,0.002837287,0.00274693,0.002830523,0.002999154,0.002566124,0.002548152,0.003481428,0.003291432,0.003073195,0.003422317
604,"PER","Peru",0.003370233,0.003261933,0.003479416,0.003646134,0.003488642,0.003709398,0.003832548,0.003810677,0.003911145,0.004445277,0.004452357,0.00464669,0.005076647,0.005263701,0.006059947,0.007231728,0.007304378
608,"PHL","Philippines",0.009698514,0.010355377,0.011011497,0.010806303,0.009828473,0.0099719,0.010388024,0.009988212,0.009484143,0.009877299,0.009731386,0.009342149,0.009278501,0.009643985,0.009743986,0.008680082,0.009063926
616,"POL","Poland",0.024091921,0.021472315,0.022911787,0.023883284,0.018590702,0.018284104,0.019329967,0.019319499,0.017960679,0.0170794,0.016591294,0.016718025,0.015556856,0.016197361,0.014950107,0.014531104,0.013535711
620,"PRT","Portugal",0.017582046,0.017139438,0.018295337,0.017524043,0.01766081,0.015554435,0.015800977,0.014100391,0.016557165,0.015181403,0.01276591,0.01228405,0.014067976,0.013628745,0.016059837,0.011669052,0.011679966
634,"QAT","Qatar",0.031217304,0.03413043,0.033220627,0.038972375,0.032869155,0.02876073,0.029017694,0.033814643,0.030294155,0.034158449,0.029977517,0.036267924,0.03151672,0.033736623,0.033361276,0.034022888,0.039497478
178,"COG","Republic of Congo",0.003265337,0.003557795,0.003552813,0.003912143,0.003729513,0.004098702,0.004191105,0.004138364,0.003885595,0.003499811,0.003568574,0.003185723,0.00300376,0.003524265,0.003090209,0.003362585,0.003282584
642,"ROU","Romania",0.019017032,0.016728739,0.016720348,0.016928233,0.014759445,0.01475454,0.014113429,0.013423513,0.014263661,0.013705056,0.012852185,0.012960074,0.013083206,0.012780813,0.012221456,0.012073089,0.012218483
643,"RUS","Russia",0.019653087,0.017718697,0.019091758,0.019199024,0.017283497,0.015902372,0.017014075,0.017901262,0.01636006,0.017712499,0.017262937,0.017875343,0.017525114,0.019228271,0.018088207,0.020018667,0.019675566
646,"RWA","Rwanda",0.011151936,0.010696356,0.011036376,0.010694411,0.011234247,0.01165637,0.011581198,0.012158467,0.012372859,0.012998455,0.012761581,0.013150344,0.012858895,0.013349559,0.013280794,0.013542145,0.014232468
652,"BLM","Saint Barthelemy",0.000356884,0.000289306,0.000394296,0.000387998,0.000351663,0.000277433,0.000307856,0.00045728,0.000338309,0.000317696,0.000300669,0.000304615,0.000347109,0.000409946,0.000275363,0.000266619,0.000271729
659,"KNA","Saint Kitts and Nevis",0.000711805,0.000467332,0.000658737,0.000779185,0.000582959,0.000442446,0.000533341,0.000799087,0.000554344,0.000516514,0.000491822,0.000500058,0.000582225,0.0006926,0.000398882,0.000435358,0.000446217
662,"LCA","Saint Lucia",0.000688361,0.000668036,0.000948482,0.000743892,0.000713015,0.000670539,0.00064037,0.000970171,0.000800557,0.000712352,0.000695541,0.000631775,0.000704135,0.00098215,0.000497014,0.000460954,0.000508716
670,"VCT","Saint Vincent and the Grenadines",0.000485986,0.000485932,0.000647596,0.00052578,0.000511436,0.000484452,0.000472163,0.000659212,0.000557243,0.000519917,0.000502924,0.000465145,0.000503641,0.000671356,0.000392851,0.000364539,0.000412863
882,"WSM","Samoa",0.000205284,0.000203523,0.000222571,0.000213734,0.000218428,0.000162315,0.000187039,0.000218539,0.00018046,0.000198481,0.000220583,0.00021356,0.000198811,0.000260175,8.9e-05,8.59e-05,8.98e-05
674,"SMR","San Marino",0.025350413,0.02456257,0.023480154,0.023753588,0.022261727,0.021653484,0.021388948,0.020148964,0.022858475,0.020900888,0.01976905,0.018743381,0.020036054,0.018376929,0.017236615,0.016741733,0.016200749
678,"STP","Sao Tome and Principe",0.000157455,0.00015387,0.000176862,0.000164234,0.000164968,0.000163424,0.000164393,0.00017595,0.000159389,0.000155812,0.000174058,0.000163291,0.00016916,0.000216123,0.000136455,0.000129575,0.000132647
682,"SAU","Saudi Arabia",0.015750753,0.014754878,0.015065944,0.015124801,0.014562988,0.014412521,0.014395187,0.016180829,0.015042491,0.015635308,0.015392524,0.015892527,0.015891739,0.01672273,0.016314088,0.016554434,0.016906275
686,"SEN","Senegal",0.002967583,0.003246909,0.003604884,0.003516087,0.003580017,0.003820955,0.003574494,0.004173273,0.003717608,0.003577965,0.003890409,0.003707225,0.004091161,0.004179477,0.004287332,0.00391707,0.004210602
688,"SRB","Serbia",0.015998714,0.013991839,0.014955711,0.0145809,0.013361145,0.012490542,0.01202501,0.01068481,0.011853745,0.010784586,0.010719026,0.010769389,0.011036277,0.01087532,0.009894052,0.009594839,0.010226024
690,"SYC","Seychelles",0.000169611,0.000156515,0.000157733,0.000177028,0.000174043,0.000159847,0.000170609,0.000179065,0.000148685,0.000172022,0.000164015,0.000177194,0.000191376,0.00018438,0.000134433,0.000146118,0.000146714
694,"SLE","Sierra Leone",0.005458191,0.005267748,0.002750834,0.004572648,0.007799696,0.005053794,0.010747825,0.003169846,0.004560781,0.007947619,0.005685203,0.008706929,0.009463829,0.008440109,0.005701515,0.004363578,0.005156458
702,"SGP","Singapore",0.02049823,0.019869398,0.021579514,0.021051036,0.020940894,0.019880077,0.020877291,0.021256351,0.018605283,0.021358543,0.021912518,0.020246689,0.018468937,0.021125709,0.013797542,0.013489384,0.012384779
534,"SXM","Sint Maarten",0.00034591,0.000293098,0.000392087,0.000374863,0.000353507,0.000280536,0.000304958,0.000448506,0.0003385,0.000318645,0.000302004,0.000305498,0.000344306,0.000406494,0.000285414,0.000263922,0.000271801
703,"SVK","Slovakia",0.023399016,0.020481057,0.021974896,0.022274705,0.018527529,0.017826137,0.018018021,0.017699501,0.01802511,0.016347358,0.016600053,0.016047087,0.016439845,0.016304369,0.015911491,0.014674382,0.014693957
705,"SVN","Slovenia",0.025703468,0.024242261,0.023718001,0.023273669,0.022068314,0.021028199,0.019428604,0.019008057,0.020301477,0.018255032,0.018019121,0.016914055,0.019078086,0.017927098,0.017443782,0.01654127,0.016259523
90,"SLB","Solomon Islands",3.32e-05,3.46e-05,4.44e-05,4.48e-05,5.4e-05,3.67e-05,3.58e-05,3.98e-05,3.22e-05,4.37e-05,4.11e-05,3.37e-05,3.3e-05,3.24e-05,2.97e-05,5.33e-05,3.12e-05
706,"SOM","Somalia",0.00034086,0.000348667,0.000321413,0.000370083,0.000337943,0.000326423,0.000352664,0.000316174,0.000366551,0.000357161,0.00039196,0.000354618,0.000396317,0.000310942,0.000324718,0.000364431,0.000377828
710,"ZAF","South Africa",0.024783969,0.02523431,0.026237713,0.027626576,0.028150783,0.029723088,0.030076989,0.030412189,0.031088337,0.031132651,0.032208524,0.032621817,0.034543178,0.034533059,0.034560267,0.035251003,0.040181221
410,"KOR","South Korea",0.095056036,0.087834632,0.075048229,0.084998916,0.084795136,0.081357167,0.079992288,0.078462832,0.074907846,0.069767947,0.073583014,0.07985953,0.076117168,0.073437512,0.068125704,0.070528053,0.076724136
728,"SSD","South Sudan",0.006558688,0.005773447,0.006942106,0.00525473,0.006711496,0.006461812,0.007172966,0.005357845,0.005911796,0.006050696,0.00594471,0.00561182,0.006429495,0.006769796,0.005525233,0.005964576,0.003924001
724,"ESP","Spain",0.018810826,0.018533409,0.017945194,0.018019356,0.018186258,0.016865299,0.015892536,0.014805565,0.016267751,0.015525481,0.013499273,0.013874733,0.015438124,0.013832163,0.012299256,0.011296223,0.011522408
144,"LKA","Sri Lanka",0.007383279,0.007133467,0.007696402,0.00828029,0.008414481,0.00904965,0.009030209,0.008778615,0.009408902,0.009728119,0.00955472,0.010348799,0.011496506,0.011177582,0.011889985,0.012734702,0.012764207
275,"PSE","State of Palestine",0.045602757,0.043840373,0.046707171,0.04718544,0.04780848,0.04868539,0.050196384,0.053473869,0.048756686,0.051897851,0.053585054,0.059341494,0.058122846,0.059947192,0.057125029,0.058307891,0.057404362
729,"SDN","Sudan",0.003640219,0.003490828,0.003361614,0.003280564,0.003573562,0.003459362,0.003578381,0.003614065,0.003172693,0.003578389,0.003689348,0.003751282,0.003512957,0.003789636,0.003529047,0.003935258,0.003791633
740,"SUR","Suriname",0.000296088,0.000309277,0.000301765,0.000289057,0.00027412,0.000314506,0.000249637,0.000275622,0.000256696,0.000287899,0.000272096,0.000245923,0.000259635,0.000305537,0.000277814,0.000276065,0.00026315
752,"SWE","Sweden",0.009162011,0.008120336,0.008140323,0.008720265,0.007738276,0.007665235,0.007542537,0.007666925,0.007374141,0.00707565,0.007016031,0.006964418,0.006570486,0.007163302,0.005607948,0.006110522,0.00595868
756,"CHE","Switzerland",0.028324512,0.025279377,0.025516055,0.026719881,0.023500691,0.02351475,0.022423554,0.021602582,0.022960384,0.019963066,0.020399955,0.020066597,0.019444699,0.018074959,0.015949591,0.015381817,0.014995561
760,"SYR","Syria",0.021553698,0.020777791,0.021008778,0.021470908,0.021520501,0.021530621,0.021607111,0.022061742,0.022642891,0.022551236,0.021640753,0.023353322,0.023859177,0.02390782,0.02569047,0.025399541,0.025357007
158,"TWN","Taiwan",0.057040049,0.054781627,0.055842969,0.055615899,0.054456618,0.052311753,0.05029748,0.05296619,0.047596662,0.048992279,0.048789594,0.050542008,0.047620446,0.050629665,0.044398043,0.044965834,0.042514917
762,"TJK","Tajikistan",0.010825417,0.009129281,0.010344968,0.010472703,0.009322012,0.009278252,0.008333667,0.007941387,0.008393256,0.008648762,0.008224871,0.009083806,0.008573364,0.009249089,0.009196686,0.00909913,0.009527438
834,"TZA","Tanzania",0.002784964,0.002338844,0.002464835,0.002153023,0.002634991,0.002442805,0.002397536,0.002428084,0.002242138,0.002487932,0.002384119,0.002234027,0.002407837,0.002455261,0.002068487,0.002177475,0.002175792
764,"THA","Thailand",0.013308158,0.014395646,0.014108391,0.014632791,0.014766934,0.013826352,0.015352783,0.014221047,0.01431796,0.015683618,0.01526824,0.015122824,0.015376914,0.015110308,0.015395453,0.016152544,0.016549
626,"TLS","Timor-Leste",0.000821304,0.001165036,0.000916603,0.00125037,0.000859728,0.000960261,0.000942693,0.00078625,0.000816635,0.000924661,0.000760969,0.001057258,0.000838999,0.000817342,0.000763101,0.000719855,0.000884533
768,"TGO","Togo",0.004169854,0.004218492,0.00482283,0.004286671,0.004923066,0.005461044,0.004805717,0.004643501,0.004883449,0.004353137,0.004607984,0.004436658,0.005242707,0.005034265,0.004802631,0.00478512,0.004580169
776,"TON","Tonga",2.95e-05,3.04e-05,3.04e-05,2.98e-05,2.95e-05,2.91e-05,3.03e-05,3.01e-05,2.88e-05,2.98e-05,2.9e-05,2.92e-05,2.98e-05,2.71e-05,2.43e-05,2.34e-05,2.33e-05
780,"TTO","Trinidad and Tobago",0.004723014,0.004856333,0.005963963,0.004950597,0.004815016,0.004775476,0.004473911,0.005968475,0.005159213,0.005075552,0.004898091,0.00445194,0.004615674,0.0061462,0.003696178,0.003519623,0.003863154
788,"TUN","Tunisia",0.010561472,0.010893911,0.011184181,0.012702913,0.012501983,0.013099571,0.012737189,0.011967441,0.013245685,0.014219862,0.013080084,0.015077789,0.016152822,0.017106722,0.015493601,0.0158294,0.015145634
792,"TUR","Turkey",0.018320162,0.016555995,0.015798817,0.016329059,0.016027272,0.016285326,0.015770613,0.015285309,0.015113382,0.014752594,0.014707051,0.015296005,0.0144607,0.013924448,0.014909682,0.013550202,0.014600445
795,"TKM","Turkmenistan",0.005798827,0.005100552,0.005391954,0.005086709,0.004883798,0.005041246,0.004785466,0.005218895,0.004768854,0.005078083,0.004656261,0.00510757,0.004881367,0.005183035,0.005187425,0.005251385,0.005529464
796,"TCA","Turks and Caicos Islands",0.000566404,0.000451154,0.000528253,0.000540661,0.000570097,0.000487182,0.000485011,0.000545786,0.000504451,0.000547633,0.000478368,0.000559707,0.0005819,0.000591081,0.000477219,0.000403803,0.000458312
798,"TUV","Tuvalu",-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888,-8888
800,"UGA","Uganda",0.007198256,0.006185838,0.0072217,0.005741282,0.006531243,0.006489963,0.005888922,0.006413989,0.006630726,0.007193998,0.006913974,0.006703096,0.006892505,0.007154988,0.007113103,0.007133114,0.006887993
804,"UKR","Ukraine",0.013615942,0.01189504,0.012655607,0.01231335,0.011318241,0.011094832,0.011145267,0.011049882,0.011382375,0.01082747,0.010637974,0.011668972,0.011254992,0.011449723,0.010883938,0.011519058,0.011701834
784,"ARE","United Arab Emirates",0.046027226,0.046350237,0.04701322,0.052241182,0.048149747,0.046356667,0.048478039,0.05374706,0.048186647,0.054948396,0.049636736,0.052854156,0.055974837,0.058404909,0.062401052,0.057970265,0.061262058
826,"GBR","United Kingdom",0.04320835,0.037802387,0.035684098,0.034521514,0.03494928,0.031344619,0.032142377,0.033418713,0.029184945,0.028927523,0.026395327,0.026374142,0.022984467,0.025922416,0.021853453,0.0213344,0.02147601
840,"USA","United States of America",0.041104973,0.035634618,0.034956226,0.032096914,0.029718118,0.027746817,0.026394691,0.024389111,0.023673699,0.022890938,0.021414174,0.021130702,0.020894114,0.019291262,0.018276304,0.017330974,0.016542555
858,"URY","Uruguay",0.002941812,0.002695763,0.003090423,0.003379263,0.003649493,0.00349891,0.003357378,0.003416711,0.00309275,0.003627769,0.003621027,0.003693897,0.00372677,0.00376436,0.003482909,0.003356831,0.003946791
860,"UZB","Uzbekistan",0.030414224,0.0278291,0.029719635,0.028450044,0.026029507,0.026604894,0.0238899,0.023301048,0.023233692,0.024301767,0.023407912,0.025583629,0.024296547,0.025653563,0.026288305,0.026049378,0.027589776
548,"VUT","Vanuatu",0.000119814,9.39e-05,9.51e-05,0.000260411,0.00011791,8.22e-05,8.97e-05,0.000147084,0.000180186,0.000133877,0.000172021,0.000194996,0.000256607,0.000301261,0.000143109,0.000166878,4.79e-05
862,"VEN","Venezuela",0.0077919,0.007473889,0.008457689,0.007406744,0.007397842,0.006994223,0.006631484,0.008117922,0.007343933,0.007244375,0.006830501,0.006240452,0.006003796,0.007222387,0.007066868,0.006090649,0.006620404
704,"VNM","Viet Nam",0.00964795,0.010646763,0.010813586,0.011921223,0.012702644,0.013579873,0.013342296,0.014196773,0.014585378,0.014479478,0.01524021,0.015825565,0.015080156,0.016040358,0.016531902,0.016699585,0.01686506
876,"WLF","Wallis and Futuna Islands",5.06e-05,5.14e-05,5.32e-05,5.31e-05,5.42e-05,5.22e-05,5.07e-05,5.96e-05,5.5e-05,5.47e-05,5.62e-05,5.15e-05,5.22e-05,5.7e-05,4.22e-05,4.05e-05,4.31e-05
732,"ESH","Western Sahara",0.001005802,0.001029957,0.001063781,0.001128848,0.000957751,0.001067435,0.001093369,0.001340953,0.000996928,0.001232253,0.001062473,0.000941454,0.001032859,0.001057217,0.001405566,0.0012785,0.00130867
887,"YEM","Yemen",0.008261419,0.007466912,0.008179599,0.008112232,0.008251249,0.008494644,0.00893125,0.009019256,0.00940509,0.009833546,0.009960035,0.010733913,0.010937281,0.011626136,0.012459791,0.013308272,0.013458167
894,"ZMB","Zambia",0.0042853,0.004249987,0.004225349,0.004100735,0.004408087,0.004750605,0.004251323,0.004405343,0.005032944,0.00511532,0.004838354,0.004853001,0.004942512,0.004880491,0.004272623,0.00437973,0.004348206
716,"ZWE","Zimbabwe",0.004283022,0.004502064,0.004667435,0.004576226,0.005220835,0.005139284,0.005351541,0.005339512,0.005790147,0.005581284,0.005197476,0.005144954,0.005463851,0.004845286,0.00503509,0.004823765,0.005121242
