"code","iso","country","VOE.raw.2003","VOE.raw.2004","VOE.raw.2005","VOE.raw.2006","VOE.raw.2007","VOE.raw.2008","VOE.raw.2009","VOE.raw.2010","VOE.raw.2011","VOE.raw.2012","VOE.raw.2013","VOE.raw.2014","VOE.raw.2015","VOE.raw.2016","VOE.raw.2017","VOE.raw.2018","VOE.raw.2019"
4,"AFG","Afghanistan",0.014393424,0.012807645,0.013800935,0.013189061,0.014935585,0.014493166,0.014558793,0.014708465,0.015415423,0.015397494,0.016222556,0.016177912,0.016917805,0.013909087,0.014854775,0.014560942,0.01573218
8,"ALB","Albania",0.009877494,0.008232416,0.01072658,0.008936532,0.009511499,0.008602285,0.00838018,0.010094706,0.011734854,0.013255462,0.008815514,0.006937369,0.01037526,0.008680936,0.011358262,0.009845461,0.009952233
12,"DZA","Algeria",0.021906995,0.023832768,0.022435013,0.022297275,0.021200991,0.018099927,0.022868092,0.021356626,0.024433605,0.028499067,0.019239806,0.023930695,0.026076207,0.022782339,0.023570648,0.022983571,0.021838432
20,"AND","Andorra",0.012209743,0.011923047,0.008484252,0.011926181,0.008324364,0.008993102,0.011614078,0.009679332,0.011745707,0.011549995,0.009653464,0.008848392,0.010378706,0.011422021,0.012671594,0.01153245,0.011439649
24,"AGO","Angola",0.060219542,0.06143127,0.070824741,0.061171359,0.068911583,0.07483448,0.067318303,0.086273154,0.076828204,0.080401715,0.079420607,0.077752547,0.084481984,0.073057813,0.067114185,0.066560272,0.064237994
660,"AIA","Anguilla",0.001040811,0.00093983,0.001050498,0.001086916,0.000969426,0.000912635,0.000930722,0.001063434,0.000929888,0.000952072,0.000918468,0.000903355,0.000947537,0.000988955,0.000874878,0.000859157,0.000873317
28,"ATG","Antigua and Barbuda",0.002162769,0.001328675,0.001701413,0.002483542,0.001597238,0.001268644,0.00152524,0.002057935,0.001457524,0.001421554,0.001342879,0.001322272,0.001470078,0.001572847,0.001136817,0.001140514,0.001167207
32,"ARG","Argentina",0.066307027,0.061134164,0.037696486,0.056231497,0.055945673,0.036447615,0.045815101,0.038292121,0.042602297,0.04929732,0.04804628,0.043691627,0.048218852,0.033138464,0.035585737,0.043495351,0.043632845
51,"ARM","Armenia",0.009145247,0.011101117,0.009322096,0.01396614,0.011141671,0.010803281,0.008476303,0.013333747,0.010098533,0.010194224,0.009464286,0.012447499,0.012346116,0.012596469,0.016666937,0.011625727,0.011969136
533,"ABW","Aruba",0.002776902,0.00284516,0.003807713,0.003048371,0.003084175,0.002614517,0.002701591,0.003803952,0.003800581,0.003447533,0.003209049,0.002636636,0.002873394,0.004761551,0.004863388,0.003508664,0.003935468
36,"AUS","Australia",0.031334417,0.047049325,0.054358498,0.054042458,0.034739868,0.033910031,0.045183567,0.039459424,0.041589714,0.038959319,0.042619416,0.044572834,0.046889566,0.041897972,0.040292146,0.039118086,0.039326949
40,"AUT","Austria",0.010876153,0.008121237,0.007892173,0.006251197,0.007100413,0.009313238,0.009124026,0.007470225,0.008928364,0.009025275,0.008124469,0.007275027,0.009483318,0.008924418,0.009205725,0.008692076,0.008480451
31,"AZE","Azerbaijan",0.011372452,0.013509754,0.012676244,0.0182828,0.0180322,0.013131161,0.012965957,0.01985885,0.014417632,0.015068366,0.013533039,0.015327912,0.017062659,0.013478539,0.013944432,0.012580329,0.012218217
44,"BHS","Bahamas",0.002339189,0.002075251,0.002164152,0.002074017,0.002192495,0.002014029,0.002043307,0.002411378,0.002355186,0.002147428,0.00204996,0.002467548,0.002739783,0.002227128,0.001532853,0.00148303,0.001495708
48,"BHR","Bahrain",0.023340409,0.024301988,0.025110699,0.026796349,0.024922093,0.024574854,0.023260012,0.030551591,0.023831283,0.025867663,0.02524033,0.025864806,0.026373938,0.027850097,0.029908867,0.028659793,0.027446961
50,"BGD","Bangladesh",0.044292144,0.040438852,0.04096781,0.047410623,0.050963446,0.04168021,0.042920958,0.042149076,0.048200598,0.044064964,0.042715745,0.052379933,0.050824765,0.046047025,0.039046123,0.048593268,0.045437048
52,"BRB","Barbados",0.00096752,0.000954857,0.001079028,0.000993572,0.000966258,0.000959644,0.000925186,0.001053305,0.000995608,0.000984017,0.00097174,0.000911002,0.000960381,0.001052621,0.000894463,0.000862781,0.000894294
112,"BLR","Belarus",0.003943171,0.003761059,0.004052363,0.003791934,0.00356067,0.003381035,0.004023377,0.005066524,0.004078115,0.003875698,0.00434747,0.004494041,0.004598767,0.004192974,0.003238835,0.003955817,0.004064768
56,"BEL","Belgium",0.006348314,0.005125111,0.005432946,0.004665133,0.004222318,0.004352695,0.004907614,0.004593316,0.004282342,0.004093161,0.004388042,0.00424477,0.00394407,0.003869511,0.004052326,0.00387826,0.003790383
84,"BLZ","Belize",0.033256666,0.028113162,0.036820107,0.030454132,0.035180461,0.028282583,0.031591587,0.037576445,0.035997225,0.03658039,0.034877344,0.032441052,0.034395454,0.043027631,0.043668335,0.035176936,0.03450845
204,"BEN","Benin",0.029915188,0.029229333,0.027432882,0.027471328,0.025184806,0.026692715,0.023362141,0.027233683,0.026992905,0.027408208,0.027759933,0.030531302,0.034219184,0.048228261,0.044262995,0.035092554,0.034368663
60,"BMU","Bermuda",0.001100924,0.001057872,0.001093929,0.001064658,0.001018683,0.001009831,0.000972486,0.001013895,0.000981339,0.000992523,0.000960215,0.000977588,0.00099592,0.001025228,0.00090646,0.000886074,0.00089306
64,"BTN","Bhutan",0.05689771,0.054731231,0.063850166,0.073370746,0.069298457,0.0546072,0.055803573,0.058946021,0.059865835,0.055601901,0.05539287,0.059422614,0.055323899,0.049596232,0.04754676,0.051535877,0.05118808
68,"BOL","Bolivia",0.183344748,0.20590053,0.14132835,0.171485202,0.136839022,0.116385488,0.128594519,0.142015886,0.141776506,0.134111951,0.152390041,0.116742433,0.147509381,0.148897604,0.129462822,0.140855928,0.13558757
70,"BIH","Bosnia and Herzegovina",0.019206445,0.014766602,0.014675476,0.013450247,0.013552593,0.017294122,0.017511902,0.014337248,0.021049749,0.023609355,0.01617265,0.011923715,0.017537249,0.015065798,0.021875559,0.017442177,0.018497926
72,"BWA","Botswana",0.048610857,0.048234648,0.056842406,0.049198901,0.046871642,0.052160858,0.048183801,0.061994692,0.058448236,0.059213073,0.050477126,0.052174367,0.067724351,0.053003619,0.041371633,0.051376138,0.052748995
76,"BRA","Brazil",0.0560283,0.052895715,0.052991117,0.048569493,0.046497638,0.038591301,0.040993891,0.045804094,0.042537564,0.045162511,0.043966483,0.046354768,0.049524491,0.053293453,0.050885688,0.049671047,0.048556269
92,"VGB","British Virgin Islands",0.001238592,0.001116606,0.001285702,0.001279866,0.001187574,0.001057213,0.001064803,0.001391898,0.001090149,0.001163079,0.001085268,0.001102207,0.001168012,0.001289946,0.0009756,0.000952157,0.000979054
96,"BRN","Brunei Darussalam",0.13501203,0.120388221,0.136326502,0.109413093,0.093074401,0.082912553,0.112662711,0.126054369,0.12527936,0.12656475,0.125997239,0.114082216,0.133957805,0.12862916,0.105834517,0.115551508,0.116424385
100,"BGR","Bulgaria",0.014793732,0.011645996,0.012894802,0.010499313,0.01052017,0.012099719,0.011951987,0.01328987,0.015488763,0.017855102,0.013182283,0.010186751,0.013318445,0.012982328,0.013948186,0.012561881,0.013322864
854,"BFA","Burkina Faso",0.046838615,0.06163352,0.05155671,0.041954303,0.03386925,0.033368612,0.033340312,0.038567895,0.03364652,0.032786223,0.037051295,0.043608562,0.044886756,0.055898317,0.061629448,0.048158924,0.044997111
108,"BDI","Burundi",0.026005253,0.024183832,0.02797815,0.02439416,0.026710857,0.031423458,0.030629812,0.040143548,0.038332053,0.039175083,0.041077688,0.047709463,0.053516071,0.032316366,0.0344484,0.040951971,0.037845942
132,"CPV","Cabo Verde",0.001041375,0.001002344,0.001028032,0.001009635,0.000985712,0.000985563,0.000953998,0.000981106,0.000964167,0.000989101,0.000979746,0.000948404,0.000989459,0.001010608,0.000931551,0.000925593,0.000926166
116,"KHM","Cambodia",0.061858977,0.074152892,0.064883755,0.057095264,0.0503029,0.052171614,0.057696838,0.067714193,0.059858256,0.06383565,0.063183208,0.071593357,0.07022904,0.098867734,0.083691022,0.075093403,0.069103266
120,"CMR","Cameroon",0.084661691,0.099792406,0.080614307,0.087902399,0.068519751,0.05870405,0.057776613,0.06829902,0.074443885,0.067146263,0.086626793,0.076162828,0.08012181,0.0775853,0.073843649,0.077657178,0.077839523
124,"CAN","Canada",0.007427728,0.006513239,0.007571374,0.007567418,0.006693276,0.005934275,0.005491403,0.006247814,0.006164244,0.006777949,0.005861547,0.005870188,0.006520713,0.00580186,0.00543886,0.005880677,0.005873076
136,"CYM","Cayman Islands",0.001561905,0.00160382,0.001601116,0.001560618,0.00154505,0.001480263,0.001531525,0.001623551,0.001616329,0.001587557,0.001628941,0.001648955,0.001706738,0.001802534,0.001420252,0.001392236,0.001323449
140,"CAF","Central African Republic",0.420446599,0.435714212,0.393805967,0.341616808,0.248691087,0.270342815,0.318901142,0.329608877,0.373888391,0.324764071,0.382679939,0.346734787,0.316899217,0.180508438,0.156546055,0.298347055,0.30431423
148,"TCD","Chad",0.130550377,0.203565987,0.114688895,0.142754364,0.092960621,0.070495902,0.085331745,0.087524014,0.107667356,0.091855881,0.151010409,0.103380855,0.109393295,0.090690174,0.084874794,0.107294731,0.106158894
152,"CHL","Chile",0.024996964,0.021921817,0.023549614,0.021978312,0.02122943,0.0231286,0.021310819,0.025380489,0.025178402,0.024519514,0.02715286,0.02289354,0.02639358,0.024846545,0.023990024,0.023939373,0.024556239
156,"CHN","China",0.024190316,0.023529211,0.023842854,0.025133893,0.024555324,0.023820342,0.0235721,0.023295503,0.024878258,0.024332179,0.024772547,0.025299173,0.024778849,0.024716981,0.025139657,0.024035824,0.025007946
170,"COL","Colombia",0.054985661,0.049197349,0.052009361,0.053153777,0.051145533,0.044737318,0.048755919,0.053074423,0.04960317,0.054352846,0.054329112,0.057883585,0.070079491,0.071534184,0.05854137,0.058077767,0.057486588
174,"COM","Comoros",0.001539184,0.001546686,0.001702614,0.001725588,0.001710651,0.001485299,0.001582528,0.00178844,0.001647083,0.001631161,0.001707295,0.001710113,0.001836494,0.001567727,0.001354335,0.001465618,0.001406081
184,"COK","Cook Islands",0.000537541,0.000562982,0.000558308,0.000532254,0.000550571,0.000526664,0.000516347,0.00054582,0.000531119,0.000537011,0.000534125,0.00053178,0.000534086,0.000550332,0.000508225,0.000515147,0.000517686
188,"CRI","Costa Rica",0.029968125,0.029133993,0.030794842,0.033191673,0.031813051,0.028622633,0.028766423,0.030757609,0.032411862,0.035407642,0.036036561,0.034611767,0.034471398,0.038395606,0.035923641,0.034818046,0.032621466
384,"CIV","Cote d'Ivoire",0.034705931,0.035537135,0.036650898,0.034815059,0.033703022,0.036138883,0.03284139,0.039537249,0.040439607,0.0400376,0.042185228,0.042499744,0.050265483,0.063079907,0.061566641,0.049630322,0.048987368
191,"HRV","Croatia",0.018254611,0.014188004,0.013412749,0.012252635,0.013211259,0.016620199,0.016728969,0.013013135,0.018955466,0.020306482,0.015209573,0.011654425,0.016755051,0.015366339,0.020037967,0.017106396,0.017381493
192,"CUB","Cuba",0.01094745,0.009989794,0.011112481,0.010842096,0.011151322,0.009544571,0.011014284,0.01147972,0.01247736,0.011636933,0.011808598,0.012475023,0.01270346,0.014515176,0.01389452,0.012219302,0.012470198
531,"CUW","Curacao",0.004013334,0.004181038,0.005560602,0.0041981,0.00435925,0.00395182,0.003711853,0.005953292,0.005383371,0.004797906,0.004538022,0.003713182,0.004246957,0.00682398,0.005306168,0.003735311,0.004332816
196,"CYP","Cyprus",0.015788127,0.013697372,0.010476832,0.014075692,0.014132344,0.014095877,0.015548057,0.019250185,0.017875382,0.023110988,0.016664806,0.013203787,0.017060857,0.028880084,0.015222404,0.011078533,0.013299493
203,"CZE","Czech Republic",0.009199224,0.006657029,0.007328158,0.006087155,0.006051824,0.007489106,0.007795653,0.006902458,0.007337798,0.007658095,0.006900328,0.006878439,0.007787671,0.007560044,0.006897491,0.006695294,0.006959938
180,"COD","Dem. Rep. Congo",0.176092324,0.176740877,0.201950704,0.178295706,0.193449821,0.21200623,0.193085107,0.231635216,0.240685143,0.239690507,0.251010317,0.271712052,0.265878067,0.119829563,0.107046641,0.210776536,0.21010246
208,"DNK","Denmark",0.002951166,0.002403279,0.002474,0.002640756,0.002261282,0.002325683,0.002379662,0.002340071,0.002126269,0.00200722,0.002123242,0.002294217,0.001902066,0.002174989,0.001835099,0.001968987,0.001904873
262,"DJI","Djibouti",0.005078074,0.005650768,0.0052902,0.005729779,0.005150283,0.005935909,0.00601377,0.00604618,0.006248989,0.005743255,0.006247961,0.005754704,0.006421395,0.00564493,0.006036407,0.005930773,0.006187295
212,"DMA","Dominica",0.002311098,0.002138772,0.002873806,0.002566515,0.002400604,0.002101659,0.002094172,0.003284287,0.002492187,0.002346992,0.00223635,0.002118648,0.002434539,0.002801112,0.001735328,0.001747585,0.001817735
214,"DOM","Dominican Republic",0.020626268,0.018750146,0.022814667,0.022001086,0.021787479,0.018956325,0.019566798,0.023572913,0.022509259,0.023387217,0.021029757,0.021587463,0.021529254,0.027655482,0.027018473,0.021880953,0.022927241
218,"ECU","Ecuador",0.040590496,0.038678737,0.041172714,0.040500387,0.035877866,0.03020896,0.038380012,0.041636862,0.038302866,0.041835524,0.045429672,0.048038138,0.060172773,0.054096465,0.045459936,0.046791983,0.047551059
818,"EGY","Egypt",0.012456572,0.012793139,0.01302345,0.013446421,0.013635261,0.013858074,0.013679461,0.015070975,0.013406684,0.013996784,0.014175104,0.015017337,0.013913656,0.013953661,0.014654515,0.014305325,0.014576753
222,"SLV","El Salvador",0.064808166,0.073793911,0.066085214,0.066432258,0.06971729,0.057230521,0.077894147,0.073073436,0.077181941,0.087614566,0.081376144,0.089345221,0.096302138,0.107782584,0.091243627,0.089650164,0.093456332
226,"GNQ","Equatorial Guinea",0.038162522,0.034398817,0.036177962,0.036862183,0.034337724,0.036115737,0.035566504,0.038808773,0.037125198,0.035268137,0.038847549,0.03938507,0.042448372,0.041488842,0.038082164,0.041450547,0.042432274
232,"ERI","Eritrea",0.026041778,0.032900985,0.027042669,0.033328628,0.027212823,0.028383207,0.031351222,0.031539404,0.02938557,0.031874353,0.03614803,0.034556878,0.033489298,0.026809129,0.029966706,0.032539143,0.032482547
233,"EST","Estonia",0.003827191,0.003012427,0.003157542,0.003796841,0.002873138,0.003109633,0.003727686,0.004971624,0.004095673,0.002991014,0.004211501,0.003913164,0.002993921,0.003554981,0.002647007,0.003188574,0.002975677
748,"SWZ","Eswatini",0.042181301,0.033547023,0.036350104,0.037183336,0.034974646,0.030441107,0.029349309,0.038024785,0.040778213,0.038264008,0.036915848,0.037062033,0.042665201,0.041937151,0.039271123,0.041480001,0.040513258
231,"ETH","Ethiopia",0.038581494,0.039098034,0.037321891,0.040660047,0.038496511,0.040180199,0.040581092,0.045060149,0.044934738,0.045902468,0.048691629,0.049779595,0.051776464,0.053199507,0.055993845,0.051300527,0.051077827
234,"FRO","Faeroe Islands",0.001113798,0.000938767,0.000923499,0.000962634,0.000845805,0.000909165,0.000862197,0.000865839,0.000818094,0.000833161,0.000852217,0.000910091,0.000813082,0.000847808,0.000792375,0.000825683,0.000801951
238,"FLK","Falkland Islands",0.000750224,0.000994346,0.000823249,0.000767034,0.000779336,0.000896035,0.000634939,0.000758421,0.000974868,0.000792021,0.000689774,0.000652493,0.000716848,0.000694259,0.000633851,0.00070653,0.000665356
242,"FJI","Fiji",0.008325136,0.008182058,0.009203297,0.008378753,0.009191184,0.009339703,0.007502384,0.010323729,0.0104632,0.008686732,0.010603458,0.010625644,0.009188617,0.012580337,0.008472861,0.009109961,0.008584843
246,"FIN","Finland",0.003417405,0.002476802,0.002577284,0.002853019,0.002383769,0.002533424,0.002976909,0.003381337,0.003202076,0.002291229,0.002976931,0.003004774,0.002290485,0.002606251,0.001947139,0.002459357,0.00227154
250,"FRA","France",0.007523316,0.007239907,0.006635966,0.006859304,0.005625863,0.006139494,0.007490596,0.006354914,0.00688369,0.006639979,0.006061197,0.005781072,0.006808642,0.006163585,0.006337953,0.006145503,0.006088436
258,"PYF","French Polynesia",0.000659761,0.000659846,0.000675474,0.000645373,0.000659559,0.00061356,0.000626371,0.000627345,0.00060003,0.000642141,0.000615966,0.000626521,0.000654301,0.000668776,0.000594567,0.000616252,0.000622253
266,"GAB","Gabon",0.050142074,0.047173402,0.049510043,0.050990823,0.049913701,0.052703042,0.051044596,0.059426284,0.056258033,0.05287767,0.057518462,0.056319326,0.06328665,0.06218553,0.061605717,0.062147119,0.065111312
270,"GMB","Gambia",0.018346939,0.022576754,0.021026544,0.018929156,0.018380437,0.020562114,0.020792478,0.027345777,0.023696977,0.021637251,0.024315945,0.020256966,0.019812381,0.021970575,0.023172628,0.02215084,0.020742023
268,"GEO","Georgia",0.013977024,0.016178424,0.014109032,0.021759225,0.019225321,0.013684584,0.011552333,0.02384872,0.016001035,0.018753838,0.013767848,0.019196712,0.020173048,0.017926235,0.021839761,0.017229966,0.01629412
276,"DEU","Germany",0.00728765,0.005740108,0.006284151,0.005144385,0.004635682,0.005779364,0.006473035,0.005932953,0.00570379,0.005486444,0.005298123,0.005384502,0.005736259,0.005496381,0.00518496,0.005362096,0.005416934
288,"GHA","Ghana",0.030085119,0.031035499,0.030077645,0.028526708,0.028779218,0.031056016,0.025892031,0.030876626,0.032108862,0.031254832,0.033554978,0.032993043,0.04046531,0.057055519,0.051351493,0.041363551,0.038521533
300,"GRC","Greece",0.010973303,0.009113531,0.009746428,0.009596041,0.010985559,0.009434769,0.008777731,0.011677896,0.011195455,0.01361054,0.010226002,0.009240226,0.010456485,0.010600531,0.011528546,0.010075003,0.010602595
304,"GRL","Greenland",0.001138674,0.00091919,0.000891298,0.000885451,0.000856157,0.00095252,0.000813591,0.000913239,0.000811741,0.000975644,0.000841408,0.000924666,0.000838383,0.00080212,0.000750071,0.000827447,0.000778978
308,"GRD","Grenada",0.001144821,0.001162801,0.001362312,0.001196743,0.001174113,0.001171741,0.001095581,0.001397675,0.001239561,0.001225773,0.001173358,0.001085472,0.00115257,0.001286464,0.001083972,0.001003631,0.00115651
320,"GTM","Guatemala",0.073539564,0.070244349,0.07509878,0.069829018,0.074360175,0.060635673,0.075795644,0.078797148,0.087952538,0.085346798,0.084136282,0.080089409,0.086814165,0.113326463,0.100492596,0.088957448,0.090956591
831,"GGY","Guernsey",0.002464004,0.001987296,0.002068467,0.002159586,0.001916471,0.001813955,0.001824011,0.001941274,0.001918309,0.001707258,0.001686489,0.001993121,0.001681267,0.001758556,0.001475286,0.001787748,0.001561797
324,"GIN","Guinea",0.059073935,0.063401114,0.059536079,0.063281626,0.063199987,0.056655646,0.060357769,0.068611012,0.071067,0.066039687,0.074516043,0.075088587,0.074700352,0.08465909,0.087251606,0.075247076,0.07584419
624,"GNB","Guinea-Bissau",0.036623192,0.039255599,0.0356495,0.03409291,0.037259722,0.037386051,0.042264011,0.049495738,0.047136928,0.043688552,0.048063088,0.041436775,0.042518459,0.047240958,0.047586849,0.050001888,0.048217647
328,"GUY","Guyana",0.024152382,0.023923677,0.027626023,0.026192119,0.026892449,0.028420598,0.02653707,0.035714472,0.032482742,0.031631651,0.031536201,0.02899429,0.031226461,0.037480581,0.037205027,0.032244217,0.034508334
332,"HTI","Haiti",0.018068782,0.016374231,0.017610685,0.018407654,0.018237163,0.015776543,0.018816272,0.019048578,0.020010483,0.021849436,0.020443162,0.018981589,0.021920214,0.023591962,0.020730932,0.018452029,0.020104767
336,"VAT","Holy See",0.002883886,0.001444451,0.001664098,0.001758125,0.001825562,0.001848682,0.001408177,0.002343941,0.002356524,0.002344954,0.002667193,0.003737051,0.00187505,0.001419648,0.002125056,0.001947389,0.002245962
340,"HND","Honduras",0.077092672,0.074832,0.080920837,0.077104846,0.08207571,0.072706166,0.08476071,0.082007612,0.093615221,0.092872292,0.097708536,0.095978233,0.100611775,0.124271523,0.109961092,0.101057652,0.098592373
344,"HKG","Hong Kong",0.019197384,0.022457004,0.016256719,0.019442605,0.019452469,0.018418362,0.020371041,0.017358419,0.019523619,0.017611585,0.017724328,0.018651888,0.01891825,0.01789478,0.017307807,0.017648654,0.017614633
348,"HUN","Hungary",0.012374537,0.008138462,0.00861572,0.007331648,0.008039112,0.009401242,0.009857503,0.007751757,0.009764256,0.010914986,0.009098472,0.007938568,0.009511176,0.009507618,0.010192901,0.00924691,0.009085174
352,"ISL","Iceland",0.001464512,0.001164476,0.001062939,0.00112036,0.001106719,0.001186383,0.0011172,0.001183824,0.001039763,0.001202196,0.000968096,0.001099605,0.000967393,0.001099782,0.000896157,0.000943367,0.000950641
356,"IND","India",0.033200529,0.034062907,0.032749304,0.034992661,0.035914887,0.034303934,0.034027266,0.039054995,0.038492667,0.038874465,0.035801302,0.042531097,0.042637851,0.038664454,0.038249027,0.039731588,0.037503967
360,"IDN","Indonesia",0.051513564,0.054475056,0.055855441,0.054690343,0.05144802,0.050017478,0.057266265,0.06044672,0.059190613,0.063073927,0.064379483,0.066311927,0.070395343,0.062769813,0.050974801,0.053397129,0.053221055
364,"IRN","Iran",0.023732991,0.027733021,0.026960796,0.03017423,0.031392394,0.029490197,0.027068327,0.035687698,0.031807605,0.031468619,0.029959195,0.03202572,0.031810848,0.029202595,0.033316598,0.031690775,0.033196475
368,"IRQ","Iraq",0.026794059,0.031090544,0.028601098,0.034949552,0.038095766,0.032363789,0.025921991,0.04312345,0.033231031,0.03475196,0.032137315,0.03596232,0.034582159,0.02919522,0.030958906,0.030268196,0.031768346
372,"IRL","Ireland",0.00212997,0.001850494,0.00188177,0.002008234,0.001913064,0.001715981,0.001797782,0.001919446,0.001679758,0.001605247,0.001915372,0.001928116,0.001592323,0.001691542,0.001495383,0.001740667,0.001613433
833,"IMN","Isle of Man",0.002473132,0.002041364,0.001999591,0.002283366,0.001937396,0.001816887,0.002045988,0.002026379,0.001811208,0.001709703,0.002098186,0.002191369,0.001586931,0.00184554,0.001378868,0.001754311,0.00156664
376,"ISR","Israel",0.012183328,0.011618358,0.011417736,0.012061852,0.011913121,0.012396556,0.013782984,0.017264114,0.013257762,0.015758724,0.014525385,0.014662367,0.015648963,0.014642895,0.012099009,0.013036979,0.013260016
380,"ITA","Italy",0.013001964,0.011918582,0.011936632,0.011881346,0.010922578,0.011869593,0.011337462,0.010633984,0.012795503,0.013805407,0.010750628,0.009254247,0.012435558,0.011364901,0.013599543,0.011424507,0.011559328
388,"JAM","Jamaica",0.010659075,0.011607015,0.013024838,0.011079942,0.011118023,0.009981587,0.011086606,0.013519196,0.014013002,0.012200607,0.012707379,0.013149359,0.013356879,0.020707336,0.013685816,0.010795943,0.011434024
392,"JPN","Japan",0.011119645,0.01284117,0.013268004,0.011933395,0.011525424,0.01169638,0.010596761,0.014301467,0.012980805,0.013006725,0.013674508,0.011974944,0.01213739,0.011963078,0.011104665,0.01131571,0.011739253
832,"JEY","Jersey",0.003214711,0.002552145,0.002707455,0.002945143,0.002397854,0.002339488,0.002539147,0.002751059,0.002607755,0.00225998,0.002292814,0.002722162,0.002306638,0.002365545,0.001974552,0.002362815,0.002086
400,"JOR","Jordan",0.015816002,0.014889531,0.013685191,0.015246821,0.014468746,0.015544548,0.017286136,0.019163383,0.016181925,0.01820194,0.015849006,0.016152546,0.017685897,0.01908221,0.018364204,0.016619221,0.016665763
398,"KAZ","Kazakhstan",0.008079114,0.007340552,0.008320455,0.006235905,0.009687587,0.008447108,0.006276968,0.008282261,0.007509056,0.008214834,0.007062,0.007233079,0.007882565,0.006484951,0.006721952,0.00717101,0.007329434
404,"KEN","Kenya",0.030499998,0.028559891,0.029356772,0.025667711,0.030036125,0.030808392,0.028434374,0.038416101,0.036973515,0.037399523,0.039761688,0.044914039,0.046298318,0.049232447,0.049362944,0.044988829,0.043092499
296,"KIR","Kiribati",0.000516387,0.000535674,0.00053683,0.000529667,0.000543303,0.000485131,0.000499888,0.000544878,0.000480466,0.000523586,0.000526077,0.00050945,0.000552596,0.000578869,0.000516726,0.000490807,0.000537801
689,"XKX","Kosovo",0.020360678,0.015847666,0.01945596,0.015374516,0.015846786,0.016968893,0.016663324,0.017941249,0.021789642,0.023774205,0.016170689,0.013529385,0.018264364,0.015001922,0.019966989,0.018528946,0.018191504
414,"KWT","Kuwait",0.04850035,0.053000295,0.052882281,0.052253967,0.051208598,0.050241693,0.051918705,0.058145512,0.04819579,0.052431209,0.050642739,0.051587192,0.050541345,0.04915631,0.058386058,0.054854799,0.055860171
417,"KGZ","Kyrgyzstan",0.009972823,0.009098369,0.009968388,0.00890394,0.012366606,0.012192166,0.008281464,0.009752742,0.010482439,0.009992021,0.010151432,0.010146944,0.011140152,0.010151297,0.011601798,0.010309531,0.010392778
418,"LAO","Laos",0.110635884,0.124873643,0.11028862,0.101303292,0.10341099,0.080162655,0.108732951,0.140895496,0.100555537,0.119188622,0.117676047,0.122261313,0.128125476,0.162642574,0.108800311,0.115718316,0.121814587
428,"LVA","Latvia",0.004357285,0.003596486,0.003785366,0.005003486,0.003344614,0.003715095,0.004500136,0.006034019,0.004870611,0.00370157,0.00530819,0.004473736,0.003814194,0.004476842,0.002985922,0.003630539,0.003410507
